datetime,sw_radiation,temp_2m,cloud_cover
2020-06-09 04:00:00,0.0,28.2,96
2020-06-09 05:00:00,0.0,28.0,93
2020-06-09 06:00:00,18.0,27.9,92
2020-06-09 07:00:00,150.0,28.4,94
2020-06-09 08:00:00,338.0,29.8,97
2020-06-09 09:00:00,439.0,31.2,100
2020-06-09 10:00:00,589.0,33.0,93
2020-06-09 11:00:00,828.0,35.0,100
2020-06-09 12:00:00,853.0,36.4,100
2020-06-09 13:00:00,839.0,37.6,100
2020-06-09 14:00:00,721.0,38.0,99
2020-06-09 15:00:00,646.0,38.2,96
2020-06-09 16:00:00,420.0,37.7,100
2020-06-09 17:00:00,211.0,37.0,100
2020-06-09 18:00:00,86.0,36.4,100
2020-06-09 19:00:00,1.0,35.9,100
2020-06-09 20:00:00,0.0,34.9,100
2020-06-09 21:00:00,0.0,33.3,100
2020-06-09 22:00:00,0.0,31.9,95
2020-06-09 23:00:00,0.0,31.3,84
2020-06-10 00:00:00,0.0,30.6,80
2020-06-10 01:00:00,0.0,30.0,93
2020-06-10 02:00:00,0.0,29.4,95
2020-06-10 03:00:00,0.0,28.9,96
2020-06-10 04:00:00,0.0,28.5,97
2020-06-10 05:00:00,0.0,28.0,100
2020-06-10 06:00:00,6.0,28.4,100
2020-06-10 07:00:00,61.0,28.6,100
2020-06-10 08:00:00,183.0,29.2,100
2020-06-10 09:00:00,225.0,29.3,100
2020-06-10 10:00:00,184.0,29.5,100
2020-06-10 11:00:00,335.0,31.8,100
2020-06-10 12:00:00,406.0,34.0,100
2020-06-10 13:00:00,218.0,31.1,100
2020-06-10 14:00:00,160.0,31.6,100
2020-06-10 15:00:00,193.0,32.0,100
2020-06-10 16:00:00,170.0,33.3,100
2020-06-10 17:00:00,96.0,33.4,100
2020-06-10 18:00:00,21.0,33.1,100
2020-06-10 19:00:00,0.0,30.7,100
2020-06-10 20:00:00,0.0,27.0,100
2020-06-10 21:00:00,0.0,26.7,99
2020-06-10 22:00:00,0.0,26.0,100
2020-06-10 23:00:00,0.0,25.5,100
2020-06-11 00:00:00,0.0,25.4,100
2020-06-11 01:00:00,0.0,25.6,100
2020-06-11 02:00:00,0.0,25.7,100
2020-06-11 03:00:00,0.0,25.2,100
2020-06-11 04:00:00,0.0,24.9,100
2020-06-11 05:00:00,0.0,24.9,100
2020-06-11 06:00:00,4.0,25.2,100
2020-06-11 07:00:00,22.0,25.2,100
2020-06-11 08:00:00,66.0,25.6,100
2020-06-11 09:00:00,246.0,26.6,100
2020-06-11 10:00:00,320.0,27.5,100
2020-06-11 11:00:00,317.0,27.9,100
2020-06-11 12:00:00,392.0,28.5,100
2020-06-11 13:00:00,453.0,28.8,100
2020-06-11 14:00:00,369.0,28.8,100
2020-06-11 15:00:00,324.0,28.9,100
2020-06-11 16:00:00,176.0,28.5,100
2020-06-11 17:00:00,77.0,27.3,100
2020-06-11 18:00:00,17.0,26.4,100
2020-06-11 19:00:00,0.0,25.8,100
2020-06-11 20:00:00,0.0,25.5,100
2020-06-11 21:00:00,0.0,25.3,100
2020-06-11 22:00:00,0.0,25.1,100
2020-06-11 23:00:00,0.0,24.9,100
2020-06-12 00:00:00,0.0,24.7,100
2020-06-12 01:00:00,0.0,24.4,99
2020-06-12 02:00:00,0.0,24.3,99
2020-06-12 03:00:00,0.0,24.4,100
2020-06-12 04:00:00,0.0,24.4,99
2020-06-12 05:00:00,0.0,24.4,100
2020-06-12 06:00:00,7.0,24.7,100
2020-06-12 07:00:00,88.0,25.3,100
2020-06-12 08:00:00,162.0,26.1,99
2020-06-12 09:00:00,352.0,27.4,100
2020-06-12 10:00:00,306.0,27.9,100
2020-06-12 11:00:00,392.0,28.7,99
2020-06-12 12:00:00,457.0,29.5,100
2020-06-12 13:00:00,275.0,29.7,100
2020-06-12 14:00:00,576.0,31.2,66
2020-06-12 15:00:00,457.0,31.7,79
2020-06-12 16:00:00,359.0,31.1,100
2020-06-12 17:00:00,190.0,28.5,100
2020-06-12 18:00:00,32.0,27.8,98
2020-06-12 19:00:00,1.0,27.6,99
2020-06-12 20:00:00,0.0,27.2,98
2020-06-12 21:00:00,0.0,26.8,91
2020-06-12 22:00:00,0.0,26.5,92
2020-06-12 23:00:00,0.0,26.1,96
2020-06-13 00:00:00,0.0,25.7,100
2020-06-13 01:00:00,0.0,25.5,100
2020-06-13 02:00:00,0.0,25.3,100
2020-06-13 03:00:00,0.0,25.3,100
2020-06-13 04:00:00,0.0,25.1,100
2020-06-13 05:00:00,0.0,25.0,100
2020-06-13 06:00:00,18.0,25.4,100
2020-06-13 07:00:00,148.0,26.5,100
2020-06-13 08:00:00,362.0,27.9,97
2020-06-13 09:00:00,551.0,29.4,98
2020-06-13 10:00:00,651.0,30.7,99
2020-06-13 11:00:00,646.0,31.8,100
2020-06-13 12:00:00,767.0,32.7,99
2020-06-13 13:00:00,743.0,33.4,99
2020-06-13 14:00:00,742.0,33.9,74
2020-06-13 15:00:00,642.0,33.9,74
2020-06-13 16:00:00,430.0,33.1,80
2020-06-13 17:00:00,258.0,32.1,82
2020-06-13 18:00:00,83.0,30.5,82
2020-06-13 19:00:00,2.0,29.8,62
2020-06-13 20:00:00,0.0,29.0,88
2020-06-13 21:00:00,0.0,28.6,78
2020-06-13 22:00:00,0.0,27.8,92
2020-06-13 23:00:00,0.0,27.4,87
2020-06-14 00:00:00,0.0,26.7,91
2020-06-14 01:00:00,0.0,26.4,87
2020-06-14 02:00:00,0.0,26.1,62
2020-06-14 03:00:00,0.0,25.8,86
2020-06-14 04:00:00,0.0,25.6,85
2020-06-14 05:00:00,0.0,25.9,74
2020-06-14 06:00:00,19.0,26.3,93
2020-06-14 07:00:00,134.0,27.4,73
2020-06-14 08:00:00,306.0,28.6,89
2020-06-14 09:00:00,518.0,30.4,95
2020-06-14 10:00:00,415.0,30.6,95
2020-06-14 11:00:00,521.0,31.5,99
2020-06-14 12:00:00,618.0,32.9,97
2020-06-14 13:00:00,725.0,34.1,95
2020-06-14 14:00:00,679.0,32.2,98
2020-06-14 15:00:00,516.0,33.5,94
2020-06-14 16:00:00,402.0,31.7,98
2020-06-14 17:00:00,182.0,33.4,93
2020-06-14 18:00:00,64.0,31.6,98
2020-06-14 19:00:00,2.0,30.9,99
2020-06-14 20:00:00,0.0,30.0,99
2020-06-14 21:00:00,0.0,29.3,99
2020-06-14 22:00:00,0.0,28.5,98
2020-06-14 23:00:00,0.0,27.8,99
2020-06-15 00:00:00,0.0,27.3,100
2020-06-15 01:00:00,0.0,26.8,98
2020-06-15 02:00:00,0.0,26.6,98
2020-06-15 03:00:00,0.0,26.3,98
2020-06-15 04:00:00,0.0,26.2,98
2020-06-15 05:00:00,0.0,26.1,97
2020-06-15 06:00:00,20.0,26.6,95
2020-06-15 07:00:00,144.0,27.7,95
2020-06-15 08:00:00,334.0,29.0,97
2020-06-15 09:00:00,520.0,30.7,98
2020-06-15 10:00:00,583.0,32.1,99
2020-06-15 11:00:00,495.0,32.7,100
2020-06-15 12:00:00,581.0,33.8,99
2020-06-15 13:00:00,689.0,34.4,99
2020-06-15 14:00:00,631.0,34.1,99
2020-06-15 15:00:00,521.0,34.0,99
2020-06-15 16:00:00,328.0,33.5,98
2020-06-15 17:00:00,206.0,33.7,99
2020-06-15 18:00:00,80.0,32.6,99
2020-06-15 19:00:00,2.0,31.7,98
2020-06-15 20:00:00,0.0,30.8,97
2020-06-15 21:00:00,0.0,30.1,98
2020-06-15 22:00:00,0.0,29.3,97
2020-06-15 23:00:00,0.0,28.6,100
2020-06-16 00:00:00,0.0,28.0,100
2020-06-16 01:00:00,0.0,27.5,100
2020-06-16 02:00:00,0.0,27.2,99
2020-06-16 03:00:00,0.0,26.9,99
2020-06-16 04:00:00,0.0,26.6,100
2020-06-16 05:00:00,0.0,26.9,100
2020-06-16 06:00:00,12.0,27.5,100
2020-06-16 07:00:00,89.0,28.3,100
2020-06-16 08:00:00,216.0,29.3,100
2020-06-16 09:00:00,322.0,30.2,100
2020-06-16 10:00:00,437.0,31.7,100
2020-06-16 11:00:00,337.0,32.1,100
2020-06-16 12:00:00,492.0,33.3,100
2020-06-16 13:00:00,377.0,33.7,100
2020-06-16 14:00:00,546.0,34.2,100
2020-06-16 15:00:00,360.0,33.1,100
2020-06-16 16:00:00,336.0,33.5,100
2020-06-16 17:00:00,147.0,33.4,100
2020-06-16 18:00:00,60.0,32.7,100
2020-06-16 19:00:00,2.0,31.9,100
2020-06-16 20:00:00,0.0,31.0,98
2020-06-16 21:00:00,0.0,30.3,98
2020-06-16 22:00:00,0.0,29.7,98
2020-06-16 23:00:00,0.0,29.1,99
2020-06-17 00:00:00,0.0,28.5,99
2020-06-17 01:00:00,0.0,28.0,99
2020-06-17 02:00:00,0.0,27.6,99
2020-06-17 03:00:00,0.0,27.2,100
2020-06-17 04:00:00,0.0,27.0,100
2020-06-17 05:00:00,0.0,27.2,99
2020-06-17 06:00:00,12.0,27.7,99
2020-06-17 07:00:00,86.0,28.4,100
2020-06-17 08:00:00,215.0,29.3,100
2020-06-17 09:00:00,113.0,29.0,100
2020-06-17 10:00:00,268.0,30.2,100
2020-06-17 11:00:00,350.0,31.6,100
2020-06-17 12:00:00,564.0,33.5,100
2020-06-17 13:00:00,432.0,33.9,100
2020-06-17 14:00:00,564.0,34.4,100
2020-06-17 15:00:00,238.0,32.4,100
2020-06-17 16:00:00,187.0,32.6,100
2020-06-17 17:00:00,188.0,32.4,100
2020-06-17 18:00:00,64.0,31.3,98
2020-06-17 19:00:00,1.0,30.1,91
2020-06-17 20:00:00,0.0,29.6,94
2020-06-17 21:00:00,0.0,29.1,100
2020-06-17 22:00:00,0.0,28.9,100
2020-06-17 23:00:00,0.0,28.1,91
